frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,1463.92,524.70,1
106,1452.99,447.70,1
107,1453.00,447.70,1
108,1445.01,426.41,1
109,1444.98,426.67,1
110,1438.89,408.91,1
111,1438.89,408.91,1
112,1433.32,395.85,1
113,1433.37,396.01,1
114,1427.72,385.11,1
115,1427.72,385.10,1
116,1427.74,385.11,1
117,1422.33,379.54,1
118,1417.35,376.13,1
119,1417.36,376.20,1
120,1417.34,376.18,1
121,1413.09,376.47,1
122,1408.74,377.99,1
123,1408.80,378.00,1
124,1408.80,377.98,1
125,1404.89,384.42,1
126,1400.62,392.66,1
127,1400.64,392.64,1
128,1398.85,392.04,1
129,1397.06,392.44,1
130,1395.27,393.84,1
131,1393.48,396.24,1
132,1391.69,399.65,1
133,1389.90,405.71,1
134,1388.10,416.05,1
135,1386.31,430.69,1
136,1384.52,449.61,1
137,1382.73,472.83,1
138,1379.25,495.81,1
139,1379.25,495.91,1
140,1379.27,496.08,1
141,1378.00,501.56,1
142,1376.72,512.44,1
143,1375.45,528.72,1
144,1374.17,550.42,1
145,1372.90,572.03,1
146,1371.62,588.06,1
147,1370.35,598.52,1
148,1369.07,603.41,1
149,1369.00,603.53,1
150,1369.11,603.47,1
151,1361.27,602.56,1
152,1353.43,600.56,1
153,1345.59,597.46,1
154,1337.74,593.28,1
155,1329.90,588.00,1
156,1322.06,581.92,1
157,1314.22,576.76,1
158,1306.38,572.80,1
159,1298.54,570.04,1
160,1290.70,568.48,1
161,1282.86,568.13,1
162,1282.85,568.14,1
163,1282.85,568.14,1
164,1255.46,587.89,1
165,1255.51,587.72,1
166,1234.32,577.18,1
167,1234.34,577.18,1
168,1234.34,577.17,1
169,1213.36,572.02,1
170,1213.50,571.87,1
171,1192.91,568.74,1
172,1192.92,568.78,1
173,1173.18,569.14,1
174,1173.17,569.16,1
