frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,1238.67,494.94,1
31,1249.18,473.07,1
32,1254.62,465.28,1
33,1263.94,450.11,1
34,1263.94,450.11,1
35,1270.96,451.46,1
36,1277.97,451.00,1
37,1284.99,448.75,1
38,1292.01,444.71,1
39,1299.03,439.42,1
40,1306.05,436.22,1
41,1313.07,435.67,1
42,1320.08,437.77,1
43,1327.10,442.51,1
44,1331.76,449.89,1
45,1336.42,459.92,1
46,1341.09,472.59,1
47,1345.75,487.91,1
48,1350.41,505.88,1
49,1355.07,526.06,1
50,1359.73,545.87,1
51,1364.39,564.87,1
52,1369.05,583.08,1
53,1373.71,600.48,1
54,1378.38,617.08,1
55,1381.37,632.87,1
56,1385.65,615.67,1
57,1397.75,597.61,1
58,1409.86,578.69,1
59,1421.97,558.91,1
60,1434.08,538.26,1
61,1446.19,516.76,1
62,1458.29,497.17,1
63,1470.40,482.27,1
64,1482.51,472.08,1
65,1494.62,466.57,1
66,1506.73,465.76,1
67,1542.14,468.33,1
68,1558.38,468.70,1
69,1591.27,476.89,1
70,1607.68,481.66,1
71,1639.76,490.95,1
72,1670.97,504.11,1
73,1686.87,510.50,1
74,1729.18,496.90,1
75,1743.64,488.63,1
76,1743.64,488.63,1
77,1769.79,472.57,1
78,1783.35,465.11,1
79,1805.30,457.30,1
80,1827.25,447.49,1
81,1849.20,440.08,1
82,1868.66,435.83,1
83,1888.13,432.84,1
84,1911.98,429.84,1
85,1911.99,429.85,1
86,1930.42,430.96,1
87,1948.85,431.34,1
88,1948.86,431.32,1
89,1985.00,438.54,1
90,1985.00,438.54,1
91,1995.22,436.99,1
92,2005.44,435.32,1
93,2015.65,433.54,1
94,2025.87,431.64,1
95,2036.09,429.70,1
96,2046.30,428.13,1
97,2056.52,427.00,1
98,2066.74,426.32,1
99,2076.96,426.09,1
100,2076.96,426.08,1
101,2085.45,425.05,1
102,2093.94,422.77,1
103,2102.44,419.56,1
104,2110.93,417.24,1
105,2119.42,416.12,1
106,2119.41,416.09,1
107,2133.64,416.51,1
108,2147.87,417.13,1
109,2162.11,417.09,1
110,2172.25,416.27,1
111,2182.40,414.65,1
112,2192.54,412.24,1
113,2202.69,409.25,1
114,2212.83,406.99,1
115,2222.98,405.67,1
116,2233.12,405.30,1
117,2233.12,405.30,1
118,2241.78,403.22,1
119,2241.78,403.22,1
120,2261.36,401.28,1
121,2261.35,401.30,1
122,2269.15,401.41,1
123,2276.95,401.16,1
124,2284.75,400.54,1
125,2292.55,399.56,1
126,2300.36,398.21,1
127,2308.16,396.49,1
128,2315.96,394.41,1
129,2323.76,392.05,1
130,2331.57,389.93,1
131,2339.37,388.15,1
132,2347.17,386.70,1
133,2354.97,385.58,1
134,2362.78,384.79,1
135,2370.58,384.33,1
136,2378.38,384.21,1
137,2378.38,384.18,1
138,2386.58,383.43,1
139,2386.58,383.44,1
140,2410.07,378.05,1
141,2417.40,377.34,1
142,2417.41,377.35,1
143,2432.21,375.54,1
144,2432.21,375.54,1
145,2447.73,372.74,1
146,2447.73,372.74,1
147,2455.26,370.44,1
148,2455.26,370.45,1
149,2470.28,366.93,1
150,2470.29,366.93,1
151,2485.10,365.31,1
152,2485.08,365.33,1
153,2491.65,365.09,1
154,2491.64,365.09,1
155,2507.39,359.67,1
156,2507.39,359.66,1
157,2514.63,359.24,1
158,2521.87,357.05,1
159,2529.11,353.08,1
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,-1,-1,0
170,-1,-1,0
171,-1,-1,0
172,-1,-1,0
173,-1,-1,0
174,-1,-1,0
175,-1,-1,0
176,-1,-1,0
177,-1,-1,0
178,-1,-1,0
179,-1,-1,0
180,-1,-1,0
181,-1,-1,0
182,-1,-1,0
183,-1,-1,0
184,-1,-1,0
185,-1,-1,0
186,-1,-1,0
187,-1,-1,0
188,-1,-1,0
189,-1,-1,0
190,-1,-1,0
191,-1,-1,0
192,-1,-1,0
193,-1,-1,0
194,-1,-1,0
195,-1,-1,0
196,-1,-1,0
197,-1,-1,0
198,-1,-1,0
199,-1,-1,0
200,-1,-1,0
