frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,1318.80,711.05,1
47,1318.91,710.99,1
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,1252.26,581.19,1
78,1252.24,581.22,1
79,1252.24,581.21,1
80,1247.10,581.89,1
81,1246.92,582.72,1
82,1240.81,588.12,1
83,1240.81,588.12,1
84,1240.81,588.13,1
85,1234.26,596.95,1
86,1234.25,596.83,1
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,1190.65,746.80,1
106,1190.86,746.83,1
107,1173.74,752.23,1
108,1156.61,762.42,1
109,1139.48,767.73,1
110,1139.52,767.76,1
111,1139.49,767.73,1
112,1143.59,759.66,1
113,1143.59,759.61,1
114,1160.24,761.32,1
115,1176.89,763.16,1
116,1193.54,765.16,1
117,1210.19,767.30,1
118,1226.83,769.59,1
119,1243.48,772.02,1
120,1260.13,774.60,1
121,1276.78,777.33,1
122,1293.42,780.20,1
123,1310.07,783.22,1
124,1326.72,786.39,1
125,1343.37,789.70,1
126,1360.01,793.16,1
127,1376.66,796.77,1
128,1421.03,748.37,1
129,1465.40,728.05,1
130,1499.20,730.97,1
131,1499.15,730.97,1
132,1530.56,737.58,1
133,1530.57,737.61,1
134,1530.58,737.51,1
135,1548.15,736.96,1
136,1565.71,735.87,1
137,1583.28,735.76,1
138,1583.27,735.76,1
139,1606.63,731.08,1
140,1606.66,731.00,1
141,1622.36,731.46,1
142,1638.05,731.43,1
143,1653.75,730.77,1
144,1653.73,730.77,1
145,1675.51,736.81,1
146,1675.39,736.77,1
147,1675.33,736.79,1
148,1689.59,738.25,1
149,1703.85,740.78,1
150,1718.10,742.10,1
151,1717.94,742.14,1
152,1717.96,742.09,1
153,1731.55,739.17,1
154,1745.14,733.77,1
155,1758.72,731.19,1
156,1757.38,731.64,1
157,1757.35,731.62,1
158,1778.44,733.47,1
159,1778.47,733.48,1
160,1791.04,734.86,1
161,1803.60,737.71,1
162,1816.17,738.44,1
163,1816.17,738.43,1
164,1840.41,746.32,1
165,1840.41,746.31,1
166,1850.94,745.13,1
167,1861.46,744.42,1
168,1871.98,744.12,1
169,1871.96,744.13,1
170,1871.94,744.07,1
171,1880.48,743.96,1
