frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,1101.62,388.78,1
55,1101.62,388.78,1
56,1103.57,384.74,1
57,1105.52,377.71,1
58,1107.47,374.01,1
59,1107.47,374.01,1
60,1110.17,373.63,1
61,1112.86,372.18,1
62,1115.56,369.86,1
63,1118.26,367.86,1
64,1120.95,366.37,1
65,1120.96,366.37,1
66,1124.89,371.60,1
67,1124.90,371.59,1
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,1160.56,421.80,1
86,1160.51,421.83,1
87,1159.26,426.06,1
88,1158.02,433.95,1
89,1156.77,438.04,1
90,1156.79,438.07,1
91,1163.16,439.33,1
92,1163.17,439.33,1
93,1163.16,439.34,1
94,1163.18,439.28,1
95,1163.16,439.29,1
96,1176.68,441.08,1
97,1171.17,447.74,1
98,1165.66,459.74,1
99,1160.15,477.08,1
100,1154.65,499.77,1
101,1149.14,526.25,1
102,1143.63,547.18,1
103,1138.12,561.02,1
104,1132.61,567.76,1
105,1127.11,567.40,1
106,1110.06,559.95,1
107,1093.01,545.40,1
108,1075.96,525.73,1
109,1058.91,512.80,1
110,1041.87,508.61,1
111,1041.87,508.60,1
112,988.01,492.65,1
113,988.00,492.62,1
114,934.24,483.82,1
115,934.24,483.82,1
116,934.21,483.79,1
117,934.21,483.79,1
118,879.74,478.32,1
119,879.75,478.33,1
120,826.49,475.08,1
121,773.49,476.87,1
122,719.83,482.81,1
123,665.42,491.56,1
124,665.42,491.56,1
125,665.42,491.56,1
126,613.28,504.36,1
127,560.07,519.83,1
128,560.08,519.84,1
129,508.46,540.72,1
130,454.95,564.51,1
131,403.82,592.09,1
132,403.79,591.63,1
133,351.26,624.03,1
134,312.24,628.54,1
135,283.05,614.12,1
136,254.14,599.10,1
137,254.16,599.08,1
138,254.30,598.75,1
139,226.66,588.36,1
140,226.68,588.32,1
141,170.23,577.95,1
142,170.21,577.95,1
143,170.24,577.95,1
144,113.27,582.89,1
145,113.25,582.94,1
146,113.21,582.94,1
147,113.21,582.95,1
148,85.14,589.71,1
149,85.13,589.71,1
150,85.19,590.08,1
151,29.16,619.00,1
152,29.16,619.00,1
153,29.15,618.94,1
154,29.15,618.93,1
155,-1,-1,0
156,-1,-1,0
157,-1,-1,0
158,-1,-1,0
159,-1,-1,0
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,-1,-1,0
170,-1,-1,0
171,-1,-1,0
172,-1,-1,0
173,-1,-1,0
174,-1,-1,0
175,-1,-1,0
176,-1,-1,0
177,-1,-1,0
178,-1,-1,0
179,-1,-1,0
180,-1,-1,0
181,-1,-1,0
182,-1,-1,0
183,-1,-1,0
184,-1,-1,0
185,-1,-1,0
186,-1,-1,0
187,-1,-1,0
188,-1,-1,0
189,-1,-1,0
190,-1,-1,0
191,-1,-1,0
192,-1,-1,0
193,-1,-1,0
194,-1,-1,0
195,-1,-1,0
