frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,1066.49,518.32,1
71,1066.50,518.29,1
72,1083.78,533.41,1
73,1101.06,559.86,1
74,1118.34,574.66,1
75,1118.34,574.67,1
76,1118.35,574.68,1
77,1132.71,609.20,1
78,1096.42,533.35,1
79,1104.06,493.73,1
80,1111.71,510.09,1
81,1119.36,523.39,1
82,1119.35,523.58,1
83,1126.01,513.20,1
84,1141.11,515.69,1
85,1156.22,534.99,1
86,1171.32,556.57,1
87,1186.43,565.89,1
88,1186.42,565.89,1
89,1188.45,574.22,1
90,1190.48,588.24,1
91,1190.91,603.74,1
92,1191.73,628.84,1
93,1192.55,646.36,1
94,1192.53,646.35,1
95,1194.28,675.30,1
96,1197.13,706.32,1
97,1197.54,706.33,1
98,1199.74,696.85,1
99,1200.90,691.80,1
100,1200.88,691.82,1
101,1201.23,689.60,1
102,1203.43,691.89,1
103,1204.60,696.82,1
104,1205.34,707.31,1
105,1206.64,722.28,1
106,1206.64,722.28,1
107,1208.03,739.97,1
108,1208.37,755.68,1
109,1211.38,748.74,1
110,1212.15,747.89,1
111,1214.26,748.42,1
112,1215.30,753.03,1
113,1215.42,753.18,1
114,1217.27,762.11,1
115,1219.91,778.44,1
116,1220.94,779.86,1
117,1222.12,779.92,1
118,1223.06,784.31,1
119,1223.11,784.32,1
120,1225.07,792.81,1
121,1225.97,795.60,1
122,1226.66,795.72,1
123,1227.19,801.31,1
124,1227.09,809.66,1
125,1227.08,809.72,1
126,1228.39,808.51,1
127,1227.81,810.51,1
128,1226.62,813.77,1
129,1225.43,817.87,1
130,1224.24,821.48,1
131,1223.05,823.28,1
132,1224.65,823.29,1
133,1226.26,822.48,1
134,-1,-1,0
135,-1,-1,0
136,-1,-1,0
137,-1,-1,0
138,-1,-1,0
139,-1,-1,0
140,-1,-1,0
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,-1,-1,0
150,-1,-1,0
151,-1,-1,0
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,-1,-1,0
158,-1,-1,0
159,-1,-1,0
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,1201.44,902.21,1
169,1202.33,901.69,1
170,1202.28,901.59,1
171,1202.29,901.54,1
172,1201.66,901.43,1
173,1201.65,901.44,1
174,-1,-1,0
175,-1,-1,0
176,-1,-1,0
