frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,1297.23,468.31,1
80,1297.23,468.31,1
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,-1,-1,0
110,-1,-1,0
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,1296.08,467.86,1
118,-1,-1,0
119,-1,-1,0
120,-1,-1,0
121,-1,-1,0
122,-1,-1,0
123,-1,-1,0
124,-1,-1,0
125,-1,-1,0
126,-1,-1,0
127,-1,-1,0
128,-1,-1,0
129,-1,-1,0
130,-1,-1,0
131,-1,-1,0
132,-1,-1,0
133,-1,-1,0
134,-1,-1,0
135,-1,-1,0
136,-1,-1,0
137,-1,-1,0
138,-1,-1,0
139,-1,-1,0
140,-1,-1,0
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,-1,-1,0
150,-1,-1,0
151,-1,-1,0
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,1179.02,711.64,1
156,1084.34,724.37,1
157,1116.95,716.73,1
158,1149.56,690.90,1
159,1182.18,677.89,1
160,1183.55,678.98,1
161,1188.18,672.90,1
162,1190.95,666.50,1
163,1198.53,650.36,1
164,1200.95,631.97,1
165,1201.54,624.76,1
166,1199.00,622.65,1
167,1196.45,624.25,1
168,1193.90,629.55,1
169,1191.35,638.56,1
170,1188.80,651.28,1
171,1186.26,667.70,1
172,1183.71,687.83,1
173,1181.16,711.67,1
174,1178.61,739.21,1
175,1176.07,770.46,1
176,1173.52,805.41,1
177,1170.97,844.08,1
178,-1,-1,0
179,-1,-1,0
180,-1,-1,0
181,-1,-1,0
182,-1,-1,0
183,-1,-1,0
184,-1,-1,0
185,-1,-1,0
186,-1,-1,0
187,-1,-1,0
