frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,899.10,363.94,1
44,899.10,363.92,1
45,936.74,383.61,1
46,936.88,383.58,1
47,899.01,363.50,1
48,899.01,363.55,1
49,967.87,396.37,1
50,967.87,396.41,1
51,967.86,396.34,1
52,967.85,396.35,1
53,973.82,400.81,1
54,979.78,410.98,1
55,989.59,427.20,1
56,999.40,449.46,1
57,1009.21,468.26,1
58,1019.02,474.09,1
59,1019.03,474.09,1
60,1033.00,500.13,1
61,1033.00,500.13,1
62,1033.02,500.19,1
63,1033.02,500.18,1
64,1046.15,531.04,1
65,1058.91,565.02,1
66,1069.55,607.84,1
67,1080.19,661.45,1
68,1090.84,719.82,1
69,1101.48,746.77,1
70,1112.13,736.28,1
71,1111.15,695.27,1
72,1123.37,665.34,1
73,1135.60,651.19,1
74,1147.83,639.37,1
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,1246.59,605.80,1
92,1262.42,628.32,1
93,1262.48,628.30,1
94,1275.68,664.70,1
95,1286.26,672.83,1
96,1292.43,657.52,1
97,1298.73,643.89,1
98,1305.03,637.04,1
99,1304.98,636.65,1
100,1311.58,634.12,1
101,1317.98,634.63,1
102,1324.79,639.81,1
103,1330.55,651.34,1
104,1336.32,660.41,1
105,1336.28,660.46,1
106,1343.18,666.66,1
107,1350.08,679.42,1
108,1356.98,685.95,1
109,1367.10,684.13,1
110,1377.22,680.35,1
111,1377.18,680.38,1
112,1386.57,681.39,1
113,1394.56,688.18,1
114,1404.65,698.40,1
115,1412.06,703.37,1
116,1423.44,702.25,1
117,1427.41,701.22,1
118,1431.39,704.10,1
119,1440.16,711.34,1
120,1449.20,711.07,1
121,1459.40,712.92,1
122,1468.09,715.14,1
123,1468.01,715.14,1
124,1468.07,715.16,1
125,1468.09,715.15,1
126,1476.73,714.21,1
127,1476.73,714.20,1
128,1483.16,715.01,1
129,1489.59,716.35,1
130,1496.02,716.81,1
131,1496.07,716.79,1
132,1504.71,719.03,1
133,1504.70,719.00,1
134,-1,-1,0
135,-1,-1,0
136,-1,-1,0
137,-1,-1,0
138,-1,-1,0
139,-1,-1,0
140,-1,-1,0
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,1537.81,749.93,1
150,1537.81,749.92,1
151,-1,-1,0
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,-1,-1,0
158,-1,-1,0
159,-1,-1,0
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,-1,-1,0
170,-1,-1,0
171,-1,-1,0
172,-1,-1,0
173,-1,-1,0
174,-1,-1,0
175,-1,-1,0
176,-1,-1,0
177,-1,-1,0
