frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,1124.22,442.77,1
71,1124.22,442.77,1
72,1129.18,431.64,1
73,1134.15,409.39,1
74,1139.11,388.46,1
75,1144.07,381.33,1
76,1144.10,381.33,1
77,1152.98,358.11,1
78,1152.97,358.16,1
79,1152.94,358.11,1
80,1161.96,341.01,1
81,1161.96,341.01,1
82,1169.20,325.16,1
83,1168.75,324.60,1
84,1169.22,325.11,1
85,1177.78,316.88,1
86,1184.30,311.73,1
87,1184.31,311.72,1
88,1191.91,311.44,1
89,1191.91,312.31,1
90,1197.80,313.45,1
91,1197.75,313.61,1
92,1197.77,313.50,1
93,1202.85,318.26,1
94,1202.80,318.31,1
95,1207.02,329.43,1
96,1206.96,329.45,1
97,1207.03,329.42,1
98,1213.17,341.77,1
99,1213.15,341.78,1
100,1217.41,357.24,1
101,1217.42,357.23,1
102,1217.41,357.23,1
103,1221.95,375.03,1
104,1221.80,375.29,1
105,1224.17,396.18,1
106,1224.18,396.24,1
107,1224.16,396.25,1
108,-1,-1,0
109,-1,-1,0
110,-1,-1,0
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,-1,-1,0
118,-1,-1,0
119,-1,-1,0
120,-1,-1,0
121,-1,-1,0
122,-1,-1,0
123,1224.89,548.89,1
124,1224.90,548.88,1
125,1224.96,548.90,1
126,1212.17,521.05,1
127,1211.88,521.17,1
128,1198.36,496.48,1
129,1198.36,496.48,1
130,1190.39,493.82,1
131,1182.42,482.07,1
132,1174.45,463.38,1
133,1166.48,450.65,1
134,1158.51,446.01,1
135,1158.51,446.03,1
136,1144.80,434.74,1
137,1144.80,434.68,1
138,1144.78,434.68,1
139,1132.48,428.70,1
140,1132.51,428.50,1
141,1120.43,425.52,1
142,1120.42,425.47,1
143,1120.42,425.51,1
144,1108.52,425.07,1
145,1108.56,425.12,1
146,1097.41,428.19,1
147,1097.45,427.99,1
148,1097.44,428.02,1
149,1086.81,434.32,1
150,1086.81,434.33,1
151,1074.72,442.77,1
152,1069.94,452.80,1
153,1065.17,462.76,1
154,1060.39,472.62,1
155,1055.62,481.04,1
156,1050.84,486.64,1
157,1046.07,489.43,1
158,1046.07,489.43,1
159,1041.28,486.79,1
160,1036.49,481.54,1
161,1031.70,473.68,1
162,1026.91,463.21,1
163,1022.12,450.12,1
164,1017.33,435.14,1
165,1012.54,422.50,1
166,1007.75,412.91,1
167,1002.96,406.39,1
168,998.17,402.92,1
169,993.38,402.50,1
170,993.26,402.58,1
171,982.05,392.24,1
172,982.05,392.23,1
173,971.18,386.21,1
174,971.18,386.23,1
175,971.19,386.24,1
176,960.63,382.11,1
177,949.27,381.07,1
178,949.28,381.09,1
179,949.30,381.12,1
180,938.32,383.07,1
181,938.33,383.06,1
182,927.28,388.18,1
183,927.22,388.20,1
184,927.24,388.16,1
185,916.41,395.80,1
186,916.42,395.80,1
187,904.92,407.62,1
188,904.91,407.64,1
189,904.94,407.62,1
190,893.50,421.13,1
191,893.49,421.13,1
192,882.72,438.12,1
193,882.73,438.13,1
194,882.73,438.14,1
195,871.88,458.35,1
196,861.21,481.54,1
197,861.23,481.52,1
198,861.22,481.57,1
199,850.54,495.53,1
200,841.18,489.83,1
201,841.16,489.86,1
202,841.17,489.87,1
203,832.12,487.05,1
204,832.13,487.15,1
205,823.08,487.16,1
206,823.09,487.12,1
207,823.21,487.09,1
208,814.05,490.64,1
209,814.09,490.69,1
210,804.48,495.30,1
211,804.47,495.30,1
212,804.49,495.28,1
213,795.28,498.45,1
214,795.26,498.44,1
215,-1,-1,0
216,-1,-1,0
217,-1,-1,0
218,-1,-1,0
219,-1,-1,0
220,-1,-1,0
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,-1,-1,0
225,-1,-1,0
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,-1,-1,0
230,-1,-1,0
231,-1,-1,0
232,-1,-1,0
233,-1,-1,0
234,-1,-1,0
235,-1,-1,0
236,-1,-1,0
237,-1,-1,0
238,-1,-1,0
239,-1,-1,0
240,-1,-1,0
241,-1,-1,0
242,-1,-1,0
